Quarter,Profit
Dec '24,17.885042190551758
Mar '25,5.266168594360352
Jun '25,5.267839431762695
Sep '25,5.005059719085693
Dec '25,5.005059719085693
Mar '26,14.785773277282715
Jun '26,15.239995002746582
Sep '26,14.977214813232422
